Bias,OutgroupAttitudes,SymbolicThreat,ValuesThreat,BigFiveAgreeable,GeneralizedThreat,Unpredictability,Religiosity,SystemJustification,ID.fSELFINVESTMENT,ID.fSELFDEFINITION,Contact_quality,Contact_quantity,Contact_numberfriends,Contact_frequency,BeliefInJustWorld,Entitativity,RWA.AUTH,SDO.EGAL
-0.06957339,-0.106474513506332,-1.090021081,3.450776041,0.46532783,0.66678842,-2.69247359,0.144959536,-1.955165249,0.590445112,0.288083919,0.8624240439,-0.1580509103,0.3086417852,-0.2561730588,-1.3028424739,1.21702708,-0.0009167135,-0.761407694
-0.38979537,0.144293892593024,0.144559339,0.427674397,0.86159661,0.66678842,-0.72809302,-0.937766007,1.259782211,0.141764626,-0.292164928,0.1676037658,0.0190536077,0.3086417852,-0.2561730588,2.0910673026,0.15681229,-0.441938834,1.726221586
0.74492961,-1.9783912709766,-1.009318754,-1.125747664,-0.72347853,-1.85728901,-0.77296601,-1.212810976,1.623598475,0.806349145,0.502625831,-1.2421831773,-1.4241363959,-1.6913582148,-2.2561730588,0.8656325462,-0.28093622,0.2781782787,3.282859469
-0.06957339,-1.10241495681598,-0.067708804,0.511416876,0.26152644,-4.38136644,0.6719451,-1.162919377,-1.052929951,-0.131409428,-0.471043646,0.4110102886,1.5323032153,2.3086417852,1.7438269412,-1.3952127633,0.65926501,0.0556059564,1.364783968
-0.06957339,1.88540637311297,-0.990212685,-1.125747664,-0.9386139,0.66678842,-1.86871231,1.071093167,1.058733312,0.89309594,0.573648654,0.9045936891,1.0162577796,1.3086417852,0.7438269412,1.3325242532,0.22621102,-0.20666446,-0.890582307
0.92357769,0.889465929803318,-0.960821679,2.232323894,0.86159661,-8.16748259,-0.28830629,1.384321703,2.261711299,2.267876317,2.262182637,0.8862676856,-0.706400895,-0.6913582148,0.7438269412,1.8179297051,1.13750198,0.2791100366,-1.020833294
-0.06957339,1.88540637311297,-0.916348953,-1.209490143,0.46532783,-1.09243687,1.08623608,-1.212810976,0.322096404,-0.56446131,-0.145626919,0.9805739406,1.8863759409,2.3086417852,1.7438269412,-1.7820655489,0.70439225,-0.441938834,-0.999146683
-0.06957339,0.76950180065429,-0.857253069,-1.125747664,0.86159661,0.66678842,-1.86871231,1.433643327,1.844883695,0.271084527,0.355053067,-0.4833655609,0.0081761013,-0.6913582148,-1.2561730588,2.2811944156,0.1364779,0.3846688335,-0.357045941
0.92357769,0.889465929803318,-1.090021081,-1.209490143,0.86159661,1.42210442,-1.94196396,1.028621608,0.22601327,1.489639846,0.818371473,0.6635735829,-1.9394186039,-1.6913582148,-2.2561730588,-0.3966091743,0.94758572,0.2791100366,-0.999146683
-0.06957339,1.88540637311297,-1.090021081,-1.125747664,0.25019246,0.66678842,-2.28071627,0.919896719,1.632165595,2.171777946,2.18343707,0.9824211872,0.946708097,-0.6913582148,0.7438269412,2.4271093566,0.13587624,0.5026141168,-0.333025294
1.77515485,-2.09835540012563,2.705370156,2.757807489,-0.73481251,1.42210442,1.82034791,0.588050988,0.70122619,-0.294765844,-0.345084379,-1.4052618001,-0.3950025183,2.3086417852,-0.2561730588,0.4821250137,-0.46773991,0.2343576606,0.843545212
-0.06957339,-1.10241495681598,-1.090021081,-1.125747664,-0.72347853,-0.08852758,0.98502219,-1.311102345,-2.387746753,-3.004378268,-2.084006748,0.4674853999,0.0002831305,-0.6913582148,-0.2561730588,-2.1357802108,-1.46651286,0.0724305322,-0.790564653
-0.3527212,-0.851646550716626,-0.275039071,0.427674397,-0.14607632,0.41819513,0.80892068,1.611594803,-0.365129666,-0.408205542,-0.485405302,-0.3358008877,0.221097211,-0.6913582148,-1.2561730588,0.9713142036,-0.52829229,0.3962847889,0.123028238
4.18831245,-3.09429584343528,3.880552483,1.981096458,0.46532783,3.93664572,2.64284378,0.826646761,0.486502917,1.042143161,1.176434571,-1.7375461228,-1.8480584471,-0.6913582148,-1.2561730588,1.0986036111,-1.51068573,-0.1333172143,3.161022083
-2.72880463,0.889465929803318,-0.974976859,-1.125747664,-1.33488268,-3.86510759,-2.49312209,-1.162616567,-1.120708256,-1.824301857,-1.11846189,0.9466943556,0.8083311537,-0.6913582148,-0.2561730588,-1.4718181711,-0.51669805,-0.5448127072,-1.020833294
-0.06957339,-1.10241495681598,-1.064390289,-1.125747664,0.06905904,0.16006571,-0.38198756,0.496161063,0.941928746,-0.620333471,-0.546687316,0.9645335382,1.1216029999,0.3086417852,0.7438269412,1.7780201724,0.33675281,0.1314837873,-0.978504641
0.6033557,-1.84758699402628,0.796587703,-1.125747664,-0.14607632,0.66678842,2.61910934,-1.00947094,-0.023202906,0.860879018,0.682303658,-0.5082265931,-1.6927190411,-0.6913582148,-2.2561730588,-0.1324215279,-0.40970938,0.1019571597,0.638413528
-1.20429837,-0.971610679865654,-0.159095623,-0.432779112,-0.9386139,-1.09243687,0.50940649,-1.126081436,-2.320412957,-1.979197322,-1.493239059,-0.397754207,-0.745139854,-0.6913582148,-0.2561730588,-2.2568739279,-1.07891519,0.0724305322,-0.228857879
-1.06272446,0.889465929803318,-1.043001698,-1.293232621,0.26152644,-0.59525029,-1.77309964,-0.752206705,-0.904269306,-1.889260164,-0.532515651,0.2178607283,-1.4530936896,-1.6913582148,-2.2561730588,-0.7034394141,1.33050544,0.204831033,-0.26517306
0.78200378,-0.971610679865654,-1.043001698,2.232323894,0.25019246,0.66678842,1.17472409,1.257785397,-0.046225833,1.235398133,1.524705278,0.9023565546,-0.4297947031,-0.6913582148,0.7438269412,2.1834807631,0.87218802,0.5429792803,-0.291904154
0.92357769,-1.10241495681598,-0.978495725,-1.293232621,0.26152644,-0.85337972,-2.25797258,-1.212810976,1.45652336,0.786560912,0.977927564,-0.6277508907,-2.1201575173,-1.6913582148,-2.2561730588,1.312950853,-0.57609557,-0.0304433411,3.241898869
0.10907469,1.76544224396394,-1.064390289,2.316066373,0.65779523,0.16006571,0.07339161,1.606258389,2.255880749,0.894394953,1.106181834,0.5088839488,1.1520136713,1.3086417852,2.7438269412,1.8599023294,0.82665196,0.2791100366,-0.422155142
-2.05587554,0.889465929803318,-1.060762451,-1.125747664,-0.33854373,-1.84775287,-1.73753586,1.180973343,-1.218526608,-2.064203051,-1.644537337,-0.2634143009,0.1528461816,1.3086417852,0.7438269412,-1.4843477044,0.44555224,0.089502977,-1.020833294
0.07200052,1.75460209616264,-1.064390289,-0.265294155,0.46532783,-0.59525029,2.63717241,1.242852534,1.110216273,1.498275804,0.77616856,0.7017823867,1.5170885147,3.3086417852,1.7438269412,0.5522811705,0.56486278,0.1610104149,-0.215147941
0.14614886,-0.22643864265536,0.016871713,0.176446961,0.04639108,0.66678842,0.86030919,-0.768029085,0.205547475,0.710340786,1.252906603,-0.0276921979,-0.0857449457,-0.6913582148,-1.2561730588,0.1683844683,-0.38091834,-0.0009167135,1.2042772
-1.06272446,0.76950180065429,-0.960821679,-1.125747664,-0.13474234,1.68023385,-0.79627855,-1.243921738,-1.532187426,-1.983397196,-1.611983242,-0.0310765359,0.3047911238,-0.6913582148,-1.2561730588,-1.3148674827,-0.73838189,-0.1333172143,-0.330282261
-2.69173046,0.76950180065429,-0.361097125,-1.125747664,0.86159661,0.41819513,-1.39394588,-0.492010282,-0.673037027,-1.27724898,-1.006978675,0.3934241882,1.4493990656,0.3086417852,1.7438269412,-0.2499739525,-0.14926146,-0.0009167135,-0.847909509
-0.88407639,0.889465929803318,-0.609598212,-1.125747664,-0.33854373,2.18695656,0.98502219,-0.962912559,0.145206398,-1.340925663,-0.804856053,0.5342929368,0.3792996794,0.3086417852,-0.2561730588,0.5393929487,-0.30766897,,-0.226794953
-0.06957339,-1.10241495681598,3.498429794,1.981096458,0.26152644,0.15052957,-1.33804267,-0.836083679,-1.373839884,-0.771255199,-0.599106573,-0.893220348,-2.0406582541,-1.6913582148,-2.2561730588,-0.4924751782,-1.06377931,-0.1333172143,1.246147408
-1.06272446,0.889465929803318,-0.274666036,-1.125747664,0.26152644,0.66678842,-1.86871231,-0.562378288,1.145090328,1.157782943,1.145585742,0.2967242418,0.6948885259,0.3086417852,1.7438269412,1.3581813863,0.54313737,-0.0009167135,-0.165604224
-0.21114729,0.889465929803318,-0.990212685,-1.125747664,-0.54234511,-4.38136644,0.30043058,0.589252451,-0.713795874,0.296378498,-0.121028349,0.5555763326,0.6202122446,-0.6913582148,-1.2561730588,-1.7865701579,1.14107657,-0.1037905867,-0.890582307
-1.24137254,0.0134896156426961,-0.111864609,-0.349036634,0.26152644,1.68023385,-0.58633981,0.748775922,-0.614108957,-0.274458453,0.176593537,0.4500233946,0.3253351306,0.3086417852,1.7438269412,-0.7092749347,0.24403316,0.1314837873,-0.982455188
-0.88407639,1.76544224396394,0.718573656,-1.125747664,0.86159661,-1.3505663,-1.3088337,1.534640916,-0.225401714,0.280002815,-0.794434523,0.2733356517,1.5130337251,2.3086417852,1.7438269412,-1.3481439629,0.5525207,-0.2800117056,1.722249676
-0.06957339,0.889465929803318,-1.064390289,-1.125747664,-0.13474234,0.66678842,-0.38198756,-0.951033329,0.212120558,0.818381457,1.038451638,0.2631810006,0.9675265863,1.3086417852,0.7438269412,-0.6724138692,0.29678016,0.0724305322,-0.932462881
-2.05587554,0.889465929803318,-1.064390289,-0.432779112,-0.14607632,-2.1058823,2.08158044,-1.162616567,-2.064780973,-0.378786423,-0.419905716,1.0091866177,0.985748598,0.3086417852,3.7438269412,-0.1671250568,0.36905635,-0.2056628795,-1.020833294
0.10907469,-0.22643864265536,1.229670249,0.26018944,0.46532783,2.18695656,1.29466285,-0.005917801,0.138976278,0.456868125,0.28163378,0.4701965402,1.0888342994,1.3086417852,1.7438269412,0.5502424652,-0.20076894,-0.0009167135,-0.0814273
-0.06957339,0.889465929803318,-0.048771082,0.511416876,0.26152644,-0.59525029,0.92307166,-0.937766007,1.785648445,1.121017629,1.144050537,0.3453326778,-0.0924257962,-0.6913582148,-0.2561730588,2.1188283854,0.20743937,-0.1333172143,-0.316579605
-0.92115056,0.75866165285299,-1.060762451,-0.349036634,-0.13474234,-0.84384358,-1.74484858,-1.19114842,-1.071853952,-0.945335151,-1.270984198,-0.7737722089,-1.0310796805,-0.6913582148,-0.2561730588,-0.8854233415,-0.45274768,-0.441938834,-0.430655766
-0.06957339,0.889465929803318,-0.128132868,-0.265294155,0.86159661,2.43554985,-0.69983266,0.049213607,1.392419239,1.219119913,0.679892799,0.2714635737,1.3353731721,1.3086417852,1.7438269412,2.0191997025,0.50010267,-0.1771378324,-0.652357588
1.91672876,-2.09835540012563,2.686382063,1.897353979,-0.73481251,2.93273643,0.35438006,0.462683718,1.191352773,1.18078494,1.16057272,-0.8886387563,-0.7971249608,-0.6913582148,0.7438269412,0.8738010521,-0.45136244,,1.451866031
-1.06272446,0.144293892593024,-1.064390289,-1.125747664,-1.33488268,-3.86510759,-2.84059488,-0.846881432,-2.023932623,-1.981060186,-1.498508216,0.1579642889,0.2342942297,0.3086417852,-1.2561730588,-2.6993874552,0.04000873,-0.5448127072,-0.982455188
-0.06957339,-0.971610679865654,-1.064390289,-0.349036634,-0.72347853,-5.37573959,0.85830726,0.814252996,-1.887169726,-3.140808688,-2.415886969,0.2068882331,-2.0033381033,-1.6913582148,-2.2561730588,-2.5972552917,-0.74674059,-0.3914022041,-1.020833294
-0.88407639,-1.10241495681598,-0.960821679,-1.125747664,-0.54234511,-2.8611983,-0.6507635,0.44582567,-0.234321772,0.530755672,0.880729551,0.3256196955,-1.4380113156,-1.6913582148,-2.2561730588,-0.4475471487,0.12050516,0.0286099141,0.072085128
1.52908121,-0.710002125964998,-0.362194092,3.702003476,0.05772506,0.91538171,0.7907432,1.808170968,2.629677415,1.574462029,1.779594236,0.8443205501,-0.8486270329,-1.6913582148,0.7438269412,2.0354103149,-0.64785063,0.5286852897,-0.345398928
0.07200052,-0.23727879045666,-0.274309865,-0.265294155,0.86159661,-0.08852758,0.67368299,-0.881313098,1.722489623,0.770523613,0.651380286,-1.4297420441,-2.5067617211,-1.6913582148,-2.2561730588,1.7361721159,-0.34267362,0.2791100366,0.241632212
-0.06957339,1.88540637311297,-1.064390289,-1.209490143,0.26152644,-4.12323701,-2.84059488,-0.951033329,-0.636589408,0.712215249,0.564941454,0.9234391618,0.9040922494,2.3086417852,1.7438269412,0.0787844051,-0.04614841,-0.2361910875,-0.97476657
-0.88407639,0.76950180065429,-0.927490549,-1.209490143,0.26152644,-4.12323701,-2.47164768,-0.684257107,-0.968651006,-1.392789408,-0.60614149,-0.0167749472,0.3432135044,0.3086417852,-0.2561730588,-1.0557891167,0.57126948,-0.1333172143,-0.226794953
-0.06957339,0.889465929803318,-0.141960386,-0.349036634,0.26152644,0.66678842,-0.89682974,-0.842780743,-1.046418811,-0.640999007,-0.55744893,0.1378813935,-0.9809451665,-1.6913582148,-1.2561730588,-1.1646974397,-0.34693622,,-0.225580607
-0.70542831,-0.22643864265536,-0.162214021,0.427674397,0.05772506,-1.10197301,1.04693539,0.953741209,0.086983393,1.303475469,1.321478274,-0.2238465195,-0.5387777062,-0.6913582148,-1.2561730588,-0.1816882544,-0.33994408,0.1314837873,-0.571397059
1.77515485,-2.09835540012563,-0.067708804,-1.125747664,-0.9386139,2.17742043,-1.24773244,0.005165057,-0.093631524,0.315242342,0.255387939,-1.1090279735,0.0129388938,-0.6913582148,-0.2561730588,-1.1621470118,0.06366386,0.1019571597,1.479885703
-1.69857939,-0.22643864265536,2.264021599,0.511416876,-1.53868407,-3.62605044,2.99070053,1.248407822,-2.288100818,-1.424610025,-1.488619436,-1.2884396334,-0.8454813006,-0.6913582148,-1.2561730588,-2.264886812,-0.3660367,0.3908620767,-1.020833294
0.92357769,-0.106474513506332,-0.907985245,-1.125747664,0.46532783,0.66678842,-1.66305884,1.182851215,-0.755564401,0.201573572,0.463276017,0.9042752255,0.4691487767,-0.6913582148,0.7438269412,-1.230796404,1.15354851,0.3846688335,-1.020833294
0.78200378,0.0243297634439961,3.125810058,1.03690047,0.46532783,6.21212986,2.44178438,1.565359269,1.227494358,1.455114228,1.37702419,0.1878983139,-0.1144609364,-0.6913582148,-0.2561730588,0.0576892125,0.13069657,0.3846688335,2.20912061
-1.24137254,0.889465929803318,-1.043001698,0.343931918,0.25019246,-0.84384358,-0.89682974,0.653135135,-0.179592455,-1.394719957,-1.016577807,0.0064908948,1.1333201777,2.3086417852,-0.2561730588,-0.2788309814,0.46542174,0.089502977,0.60459396
0.74492961,-0.982450827666954,2.460796715,0.343931918,0.65779523,0.66678842,4.66251797,-0.54520097,1.558686149,1.539481396,0.680338415,0.411789901,-1.9746592503,-1.6913582148,-2.2561730588,2.196415968,-0.04214078,-0.5448127072,0.985070908
0.64042987,-0.106474513506332,-0.450693602,-1.125747664,0.46532783,0.66678842,-2.85892551,-1.194444543,0.622468866,0.75096035,1.031713084,-0.102747106,-1.1480009629,-1.6913582148,-2.2561730588,0.1625487699,-0.06428004,-0.2056628795,-0.761407694
1.2762848,-0.117314661307632,-0.471974983,-1.125747664,0.86159661,1.17351114,-1.74484858,-0.125084333,-0.505238888,1.194451703,0.679419682,0.8657159351,0.3743974468,0.3086417852,-1.2561730588,-0.9660672211,0.71005445,0.3908620767,-0.567950541
1.91672876,-1.10241495681598,2.029266734,3.702003476,-0.9386139,1.42210442,1.17472409,0.552332136,0.936737021,-0.334763318,-0.078180784,-0.172933053,0.5881099419,0.3086417852,1.7438269412,1.1279523024,-0.60668717,0.2370859053,0.641807228
1.91672876,-1.10241495681598,0.855061679,-0.349036634,0.26152644,0.66678842,1.04693539,-0.723366223,0.748241606,1.201673639,1.287170843,-0.1929819525,0.0050052687,1.3086417852,0.7438269412,0.6406218992,0.11349149,-0.3095383332,0.196306295
-0.24822146,-0.106474513506332,-0.162214021,-0.349036634,0.46532783,1.17351114,0.26167903,1.182401129,0.993777689,-0.977074853,-0.139885935,-0.4713726448,0.187253207,0.3086417852,-1.2561730588,1.1170697685,0.36717032,0.0876631692,1.852271723
0.21357442,-1.10241495681598,-0.477482658,-0.349036634,0.05772506,-2.61260501,0.06750179,0.945433692,-0.108441051,-0.009568375,-0.195147472,-1.5083955842,-1.3036976393,-1.6913582148,-2.2561730588,-1.039916225,1.16425297,-0.0304433411,-0.748716892
-0.88407639,1.02027020675365,-0.27772517,-0.265294155,-0.14607632,-0.08852758,-0.52357734,-0.053464421,-0.247405893,0.233764786,0.600894203,0.0510811557,1.5229695807,2.3086417852,1.7438269412,-0.4193902125,0.2913431,0.0286099141,-0.433167753
-1.06272446,-0.106474513506332,-0.960821679,-1.125747664,0.26152644,-3.6165143,-1.99257604,-1.218248284,-0.753670748,-0.903329417,-1.090378544,-0.7035987153,-1.2153774971,-1.6913582148,-1.2561730588,-1.1155204974,0.19480133,-0.3914022041,-1.034729044
-0.06957339,-0.106474513506332,-0.476608273,-1.209490143,-0.13474234,-2.35447558,1.02379339,-0.236759496,-0.117969331,-0.137654068,-0.018506471,-0.1878103343,-0.1473469895,0.3086417852,-0.2561730588,-0.4589826309,-0.74958101,0.0556059564,-0.82894276
-0.06957339,-0.106474513506332,-0.613096297,-0.349036634,-0.13474234,0.41819513,0.38554276,0.534183101,-0.911249636,-0.699056958,-0.564232898,0.1564262838,-0.1355869357,-0.6913582148,-1.2561730588,-1.4030262521,0.42368848,0.1610104149,-1.020833294
-0.06957339,0.0134896156426961,0.404179403,0.427674397,-0.9386139,0.66678842,1.89495423,0.95518411,0.881334455,0.128138517,-0.7642327,-0.274828035,0.7148261707,0.3086417852,0.7438269412,0.7937376498,-0.60127221,-0.0447373316,-0.15003874
-1.06272446,1.63463796701361,-1.090021081,-1.125747664,-0.14607632,-2.8611983,1.13004118,0.132986323,0.281318658,0.78257893,0.874277886,0.952373475,0.436689527,0.3086417852,1.7438269412,-0.8568252544,0.9044233,0.3077049062,-1.020833294
-0.53136928,-2.09835540012563,3.519156392,1.204385428,-1.53868407,0.66678842,2.67875109,-0.189729247,-0.71004153,0.475832998,-0.98191436,0.1626903323,0.2954908325,-1.6913582148,-2.2561730588,-1.5961323358,1.49682154,-0.2800117056,3.500685575
-0.74250248,0.900306077604618,1.35591788,1.729869022,0.26152644,1.67069771,2.82377008,-0.828721697,1.040356481,0.683981776,0.742030368,-0.2813258283,-0.1710157487,-0.6913582148,2.7438269412,0.4835865573,-0.36785126,-0.2056628795,0.967055095
-4.04217769,1.88540637311297,-1.064390289,-1.125747664,0.45399385,-3.10979159,-1.57367899,1.210773033,-1.87309264,-2.371591651,-1.878009054,0.5101180953,0.8806026763,-0.6913582148,0.7438269412,-1.4570464017,0.20212339,0.3908620767,-0.97476657
0.74492961,-1.10241495681598,1.896837798,1.120642949,0.26152644,0.16006571,1.17079912,0.538795252,-0.105955309,-0.048540007,-0.140872605,-0.723552587,-1.7425565491,-1.6913582148,-2.2561730588,0.7775606368,-0.29321523,-0.1037905867,1.127543434
0.78200378,0.0243297634439961,-1.060762451,-1.125747664,0.46532783,1.68023385,-2.12731868,1.609350273,1.766479731,1.967890643,1.694299126,0.9462206785,1.0601489623,0.3086417852,1.7438269412,2.1798283915,-0.76933225,0.22006367,-0.403643026
0.21357442,-0.106474513506332,1.362628912,-1.125747664,0.26152644,0.66678842,1.04693539,1.689174672,0.945880466,1.488873437,0.694561262,0.7413246304,0.4511723464,1.3086417852,0.7438269412,-0.9914830974,0.7998554,0.8373069094,0.076196797
4.89618198,-3.09429584343528,4.194831458,1.981096458,-1.53868407,-0.85337972,1.04693539,-1.19114842,1.472600594,0.782767679,0.105189102,-2.2261010491,-0.3618531093,-1.6913582148,-0.2561730588,1.5200132189,-0.11632369,0.2781782787,3.445703246
-3.86352961,1.88540637311297,-1.009318754,-1.125747664,0.04639108,-5.37573959,-1.57367899,-0.920180017,-2.314784489,-3.466356678,-3.222128634,0.8052420053,0.9659314491,0.3086417852,-0.2561730588,-1.8745044373,-0.47769571,0.0556059564,-0.97476657
-0.06957339,-1.10241495681598,0.428862621,0.427674397,-0.33854373,-0.84384358,0.80892068,-0.677569584,-0.649455118,-0.358771168,-0.451305118,-0.5341059638,0.5667119582,2.3086417852,0.7438269412,0.0008028541,-0.35182916,-0.2361910875,0.932183245
0.81907795,-0.971610679865654,-0.142758088,-1.209490143,0.05772506,1.17351114,-2.84059488,-0.38872749,-1.317797802,-0.580389572,-0.78975358,-0.0737538882,-1.3408331335,-0.6913582148,-1.2561730588,-0.0425336674,0.93215386,-0.20666446,0.295126986
2.37393561,-2.7344034559882,-0.159095623,2.064838937,-1.1310813,-2.35447558,0.35212426,-0.994722357,-0.327563811,-0.237019797,-0.40690685,-0.4256813684,-2.0918750626,-1.6913582148,-2.2561730588,-1.5121316161,0.32270797,-0.2056628795,-0.93497293
0.6033557,-1.10241495681598,0.132948399,0.427674397,-0.9386139,1.93836328,0.26001781,-1.19114842,0.33366863,-0.250159494,-0.100240715,-0.4576389134,-0.0927802773,0.3086417852,0.7438269412,1.0091092777,-0.74431806,-0.2056628795,1.663631464
-0.06957339,-0.106474513506332,-0.162214021,-0.349036634,-0.13474234,0.66678842,0.80892068,-1.212810976,-0.047327079,-0.24114254,-0.185483354,-0.6818728529,1.5203167967,2.3086417852,0.7438269412,-0.205891297,-0.84087246,-0.2056628795,-0.26517306
-1.06272446,1.88540637311297,-1.060762451,-1.125747664,0.26152644,0.66678842,-1.33804267,1.805029596,0.099174335,-0.067761416,0.094907648,-0.3373760036,1.2577589437,1.3086417852,-0.2561730588,-0.3727007114,-0.34838587,0.1905370425,0.538239133
0.92357769,-0.106474513506332,-0.168765369,-1.125747664,0.86159661,0.16006571,-1.62098485,-0.341681202,0.82255455,0.859683386,1.65194186,0.601318475,1.3891423594,1.3086417852,-0.2561730588,0.7078652837,0.47543096,0.0724305322,-0.97476657
0.78200378,0.889465929803318,-0.678932215,-0.600264069,-0.14607632,-2.1058823,0.14785018,0.136955178,0.328871734,2.202192235,2.187293934,0.7788977464,0.4486218696,-1.6913582148,1.7438269412,-0.8484125199,1.25462533,-0.2056628795,-1.020833294
-0.06957339,1.88540637311297,-0.822479667,-1.125747664,0.26152644,0.66678842,-1.77309964,0.924688344,1.214337201,2.161900313,2.179834751,0.936284606,0.1600833351,0.3086417852,1.7438269412,2.1643607899,1.55048001,0.6020325354,-1.020833294
0.74492961,1.00943005895235,-0.990212685,-1.125747664,0.65779523,-3.10979159,1.29466285,0.629734553,-0.36063001,1.081020728,0.464329243,0.7449221906,-0.4518298433,-0.6913582148,0.7438269412,0.5718772579,0.01388707,-0.0742639592,-0.980301482
2.09537684,-4.09023628674493,1.822085555,2.841549967,0.26152644,3.43945914,2.01881796,-0.11128739,-0.744810119,-1.082735563,-0.955923321,-1.1175267834,-1.0959139877,-0.6913582148,-1.2561730588,-1.2351724993,-0.91885215,-0.1771378324,0.708129823
0.10907469,-0.106474513506332,-0.72594941,-1.125747664,-0.33854373,0.66678842,0.35438006,-0.016854111,0.40244346,-1.285690479,-0.785403455,-0.38719834,-1.5377801651,-1.6913582148,-2.2561730588,0.3607707324,-1.21537664,-0.1333172143,-0.276787488
-1.20429837,1.02027020675365,-0.961001668,-1.125747664,0.26152644,2.18695656,1.76942928,-0.56694405,1.257667239,0.761146337,0.866372111,0.7109538949,1.174155095,2.3086417852,-1.2561730588,1.9049612838,0.56362846,-0.2056628795,-0.26517306
0.6033557,-1.10241495681598,-1.064390289,-1.125747664,-1.33488268,-5.37573959,1.54239031,-0.437041845,-2.177431333,-0.213498627,-0.399343064,0.774044986,-1.6906457364,-1.6913582148,-2.2561730588,-2.5230728019,0.86807993,0.0556059564,-0.802875788
3.90303091,-3.09429584343528,2.225580818,1.897353979,0.65779523,3.93664572,2.64284378,0.993390218,1.022992417,1.803990229,1.788402653,-0.2746627428,-2.2284367993,-1.6913582148,-2.2561730588,1.1086249999,-0.54651578,0.1019571597,2.254785625
-2.05587554,1.63463796701361,-1.064390289,-1.125747664,0.26152644,0.66678842,-2.84059488,-0.629611612,-2.026281508,-0.641831476,-0.556217587,0.9338018855,1.7024310085,1.3086417852,1.7438269412,-2.6613059668,-1.06237793,-0.279650164,-0.999146683
-0.06957339,-1.10241495681598,1.304782469,-1.125747664,-1.53868407,0.66678842,1.08623608,0.340825241,-1.453042993,-0.173081251,-0.121597131,-0.1885041426,-0.3081215785,-0.6913582148,0.7438269412,-2.5517830315,0.16765566,0.2781782787,-1.034729044
5.88933306,-4.09023628674493,3.883228063,5.08794058,0.46532783,6.70931643,3.19400191,1.236219025,2.164151789,2.198117997,2.23505786,-0.8701664871,-2.1343873443,-0.6913582148,-2.2561730588,2.0571688836,-1.58722513,0.440105407,2.896014988
2.90987983,-1.10241495681598,0.769279943,4.562456986,-1.33488268,2.93273643,1.08623608,-1.300783681,2.373336762,2.040613016,1.582762329,0.8691269555,0.1309840583,-0.6913582148,1.7438269412,1.8614861655,0.21647448,-0.5448127072,2.571235622
-0.03249922,0.0243297634439961,-0.006312895,0.511416876,-0.53101113,0.66678842,2.82377008,-0.0658132,0.378974535,0.353368466,-0.062797691,-0.4573332224,1.4107664011,2.3086417852,1.7438269412,0.2905948079,-0.06071018,-0.20666446,0.098170848
0.78200378,-1.10241495681598,0.928792692,1.813611501,-0.9386139,-3.11932772,1.17079912,-0.115285635,0.039503857,0.795868457,0.410996076,-0.0557012419,-0.0729441544,-0.6913582148,-0.2561730588,1.3281134471,-0.30608252,0.4105787795,0.620738161
2.37393561,-0.742522569368898,0.524543475,-1.460717579,-0.14607632,-0.58571416,-2.67879317,-0.006556424,0.45409935,1.846146055,2.112834017,-0.9288111397,0.6084232511,1.3086417852,0.7438269412,0.5191358353,1.63101149,-0.0304433411,1.032004608
-0.74250248,-0.106474513506332,-1.113506685,0.427674397,-0.14607632,-1.3505663,1.83219176,-0.828721697,0.04312087,-0.406670375,-0.241743944,-0.5274036815,-0.6223082545,-0.6913582148,-1.2561730588,0.1801241918,-0.88779299,-0.1333172143,0.136741877
-3.40632276,0.133453744791724,-0.650835802,-1.125747664,-0.14607632,1.18304727,-0.84455372,-0.822834655,-1.058289675,-2.752281447,-2.126912584,0.6933301544,-0.2816523406,0.3086417852,0.7438269412,0.9869183779,-0.17704273,-0.3095383332,-0.422155142
-2.05587554,-0.106474513506332,-0.927490549,-1.125747664,-1.33488268,-2.60306887,-1.31049492,1.224162899,-1.433638704,-1.372151058,-1.537604163,-0.0949971905,1.4614803944,2.3086417852,1.7438269412,-1.7033748498,-1.17032227,-0.1678981239,-1.020833294
1.2762848,0.144293892593024,-0.476608273,-0.349036634,-1.33488268,0.66678842,1.29338158,0.92077692,-1.386117807,1.36846391,1.221862012,0.5569459173,0.7753322431,1.3086417852,0.7438269412,-1.555351282,0.79499989,0.1314837873,-0.225580607
0.92357769,-1.10241495681598,0.82540407,0.343931918,-0.33854373,-0.84384358,0.19891656,-0.247572908,0.563376146,0.254080287,0.234776197,-0.8019615455,0.210637462,-1.6913582148,0.7438269412,0.3041609823,-0.68782129,-0.0580799512,0.039545234
-0.06957339,-1.10241495681598,-0.471974983,-1.125747664,-0.54234511,1.17351114,-2.67879317,1.075617869,-0.199092935,-1.570138028,-1.001130494,-0.2738634399,-1.4052619363,-1.6913582148,-2.2561730588,0.437364448,-0.60082346,-0.0009167135,-0.932462881
0.6033557,-0.851646550716626,-1.064390289,-1.209490143,-0.14607632,0.66678842,0.07505283,-1.162919377,-0.670569634,-0.041719306,0.234264809,0.5096301403,1.0579329096,0.3086417852,0.7438269412,-1.7643143632,-0.94614016,-0.3914022041,-0.273047894
0.64042987,-1.956710975374,0.825224082,3.009034925,-0.53101113,3.69758857,2.23463889,0.511832643,0.634248945,-0.471616153,-0.258600284,-0.3046040891,0.1500596709,2.3086417852,-0.2561730588,1.373998655,0.06645479,0.2370859053,1.376398395
