Bias,OutgroupAttitudes,NeedForCognition,ValuesThreat,BigFiveAgreeable,BigFiveOpen,GeneralizedThreat_OutgroupAtt,GeneralizedThreat,SymbolicThreat,ProtestantWorkEthic,Unpredictability,Loneliness,Religiosity,SDO.fDOM,SDO.fEGAL,SystemJustification,ID.fSELFINVESTMENT,ID.fSELFDEFINITION,Contact_quality,Contact_negative,Contact_quantity,Contact_numberfriends,Contact_frequency,BeliefInJustWorld,Entitativity,RWA.fCONS,RWA.fTRAD,RWA.fAUTH
-0.17543931,0.971304302,2.097579152,-1.026917998,-0.12070823,0.03379881,1,-1,-0.692471484,-1.090019196,-1.763291442,0.62197091,0.94943793,-1.24112872,-1.29292891,-0.93690262,0.160570631,0.536120819,0.472169308,-0.415911584,0.591247454,-0.656624205,1.6937776,-1.060385817,0.498878344,-1.803587153,-1.266842611,-0.52529639
0.79419417,-0.020160369,1.014897895,1.203498955,0.21142631,-0.59310851,3.5,0.5,1.223071594,0.142766117,1.58970342,0.61771928,1.08247773,1.6362996,1.67734026,1.309236953,0.107458276,-0.153960599,-0.705145784,0.774082242,-0.190686955,0.343375795,0.6937776,1.310972192,-0.294442688,-0.791872544,0.403960831,0.165045963
0.7192132,-1.616240876,1.720222172,0.434223271,-1.06044494,0.09553932,2,-1,0.236387658,0.299652979,-0.66394502,-0.27537839,1.18414457,-0.53094754,-0.59263137,-0.554152929,-0.576095809,-0.948646291,0.019433174,0.36700903,-0.110251567,0.343375795,-0.3062224,-0.524383991,0.148886095,0.877395559,1.814138393,0.593259792
-0.17543931,-1.011625039,0.959711797,1.409569249,0.14338453,-0.59310851,4.5,-0.5,1.152009425,0.899141177,0.942537693,0.62197091,0.46188027,3.09040379,2.80413893,1.189297011,0.483642595,0.097758125,-0.436588748,0.195287998,-0.027227788,1.343375795,0.6937776,1.333670369,-0.75854449,1.042209935,0.74775658,0.347125023
-3.08433975,1.962768972,-0.275235293,-1.026917998,0.26937922,0.48506359,1,-7,-0.692315033,-0.341888275,0.566204842,-1.01843528,1.10136777,-1.2722733,-1.29282012,-0.65695167,-0.813242559,-0.830250511,1.014918368,-0.93866935,0.435710372,-0.656624205,0.124041099,-0.747246038,-0.305624927,-2.716635373,-2.173046817,-0.982992203
0.79419417,-0.020160369,-0.369235817,-0.829941063,-0.47531375,-0.53284137,1,-1.5,-0.64231587,0.060261207,-1.558764178,0.53534433,-0.99158489,3.62975988,3.20599751,-0.435737113,0.250044387,0.550499866,-0.556774517,0.224174776,-0.781990213,-0.656624205,-0.933102255,0.078795499,0.177331142,0.640969354,-1.382918363,-0.296239573
0.79419417,-2.003089709,3.025052102,2.625935174,0.46442295,0.81432072,2,0,1.140580206,1.100141314,-0.351793762,0.62197091,-0.89061172,-0.36984875,-0.32805339,1.408860731,-0.205859172,-0.372589727,-1.585150946,1.68089719,-1.439051942,-1.187322263,-1.3062224,0.910072493,-0.682375293,0.519903431,-1.331790831,-0.175952355
0.12890999,-0.309619212,-0.426228903,0.239097332,0.21142631,0.03379881,1,-1,-0.480703435,-0.21360297,-0.244412586,-0.27537839,-0.88134718,-1.21944134,-1.17884597,0.041131479,-0.155068983,-7.40327e-05,-0.567393073,0.522060155,0.420644653,-0.656624205,0.6937776,-1.174619417,0.132664636,-1.286384498,-1.56669281,-0.43187025
0.79419417,-0.020160369,-0.992076867,0.342132479,-0.16736611,-1.25162277,5.5,-0.5,-0.227741955,0.535519351,-0.91255174,-0.27537839,-1.17722487,1.96250609,1.22089402,0.116851261,0.123797387,0.645265007,0.183596739,-0.071594786,-0.039466844,-0.656624205,1.6937776,0.811254742,-0.2639843,-1.122378659,-1.832623523,-0.642263164
-3.75882162,1.647611977,1.680127093,1.895364539,0.26937922,0.63945463,1,-7.5,-0.692471484,-0.423948884,0.382733003,-0.27537839,0.95587948,-1.25870281,-1.29912106,-0.39437837,-1.990128957,-2.797968001,1.092334724,-0.987165132,0.585764756,0.921020057,1.6937776,-0.821775076,-0.013809024,-1.280812675,-1.522139956,-0.797825201
-1.14507279,-0.020160369,0.12193326,-0.968459884,-0.31575196,0.54777376,4,-3.5,-0.655271772,-0.222782724,0.166628698,0.29722011,-1.14079985,1.31201615,1.14912754,1.057548899,-0.068692386,-0.207033325,-1.092736789,1.006057518,-1.245950395,-1.656624205,-1.852305914,1.32340405,-0.090663426,-0.073003486,-0.748784513,-0.075725727
-0.17543931,-0.309619212,2.368523824,-0.261315783,-0.67035748,0.14353703,6,0,-0.057201551,0.12400701,0.662635348,-1.05067385,1.42134631,-1.20506338,-1.28022146,-0.695939759,-1.054771541,-0.991102122,0.078720186,0.014371093,0.197280339,-0.656624205,-1.3062224,-1.357237611,0.093670456,3.524094713,5.414617017,1.803869792
-2.78918814,0.656147307,2.371646719,-1.071495031,-0.66628965,0.09553932,1,-5.5,-0.585668018,-1.211809695,-0.785997963,-1.23001722,-0.70814099,-1.17064936,-1.17550203,-2.329670507,-1.949429846,-2.076233897,1.034955275,-0.968080091,0.01825688,-0.077122456,-0.3062224,-2.158457175,-0.309507632,-1.978402736,-2.107744338,-0.71969646
0.12890999,1.286461296,0.96521807,4.087076442,0.07433549,0.63945463,1.5,0.5,-0.61807206,-0.596015665,-1.947265984,-0.64300968,0.58622396,-0.69088584,0.03531689,-0.611869729,-1.092205576,-2.204087939,0.401684344,-0.681043262,1.166000128,2.343375795,2.062460009,0.279713278,-0.160653362,1.523705785,-0.498350594,-0.564850245
-0.17543931,-0.143248508,0.751377966,-1.026917998,-0.86540121,0.45493002,1,0,-0.580872348,0.990292396,0.064741739,-0.26379268,-1.14100749,-0.25876029,0.09076144,1.646992867,-1.783321937,-2.133905452,1.070183491,-0.971949278,0.50066702,0.543049532,0.771231968,1.831864033,-0.476255428,-0.525918555,-2.008803098,-0.578953046
0.65342994,-0.624776206,1.009748652,-1.071495031,-0.16736611,-0.53284137,4,-1,0.563387329,1.101141595,1.092898208,0.53534433,1.66868703,3.17003916,3.35026896,0.576289947,0.48470031,-0.720338705,-0.715590665,0.949514478,0.211436983,0.702269326,1.6937776,1.844897072,-0.066745272,4.036137604,5.637928049,1.758299944
-0.17543931,1.962768972,1.445423641,-0.210128555,0.44668198,0.12567289,2,0,-0.218708854,0.939960401,1.502342382,-0.26402928,1.67806033,0.57945062,0.01660734,1.307713077,0.961099422,0.830726494,-0.416653979,-0.193895546,0.13394329,0.667520821,1.6937776,1.46617376,0.170497757,3.509094618,3.897643581,1.192184748
-0.17543931,0.971304302,-3.005534271,0.307309497,-0.86540121,0.12567289,1,0,-0.655271772,-0.679018243,-2.715354658,-0.27811841,1.80663435,-1.25718889,-1.28628639,-1.67298679,0.251392635,-0.069282023,0.440975368,-0.613339393,0.890017984,2.343375795,1.6937776,-0.877700669,0.480667462,1.436546209,4.707694224,1.50392011
-0.17543931,-1.011625039,-4.995753393,0.434223271,-1.04270397,-0.56297494,6,2,0.196809563,-1.221651833,1.420529288,-1.23001722,-0.7909383,-0.80981202,-0.08787145,-2.004187203,-1.251702488,-1.281941971,-1.991831857,2.005817815,0.085881829,-0.488150329,-1.3062224,-2.39939754,-0.556205832,2.277021327,3.879449146,1.312374586
-2.11470627,1.673310128,0.218912377,-0.968459884,-0.29801099,0.12567289,1,-4,-0.692315033,-0.166331985,1.295545237,-1.05067385,-0.69632345,-0.97045754,-0.71717805,-1.298826197,-2.115695841,-1.712439168,0.276585381,-0.114872914,0.50421386,0.343375795,-0.3062224,-0.199174195,-0.628958768,-1.303270853,-1.738489125,-0.690338961
0.49904256,-0.696468044,0.929234033,1.895364539,-0.86540121,0.14353703,1.5,0.5,0.040052396,0.207628336,2.044961424,0.2516508,-1.08026293,1.20938294,0.93727225,0.196076772,-0.275656422,-0.565583834,-0.374274038,0.18690198,0.202250587,-1.656624205,-0.3062224,0.140578412,-0.759348734,0.77354264,-0.178149986,0.172747558
-1.06089413,0.802222475,-1.057672262,-0.829941063,0.21142631,-1.28175634,1,0,-0.691571924,-0.398989023,-0.754581732,-0.29584831,0.36817453,-0.3520184,-0.38056262,0.197154667,0.049725002,0.83120975,0.566722585,-0.79293738,-0.244919735,-0.156482757,-0.150320383,0.082296607,-0.95676031,-0.369619366,-1.436485038,-0.427934572
-0.17543931,-1.011625039,-1.949089025,0.342132479,0.45413516,-0.99415109,2,0,0.720661864,0.243646321,-0.969972505,-1.23001722,1.35367492,0.72036576,1.12755987,1.391565373,-0.990672837,-1.256508277,-1.337184214,0.824278401,-1.908397489,-1.656624205,-2.3062224,1.306032489,-1.40841336,2.801204325,4.289114244,1.388386194
0.79419417,-1.011625039,-1.792811337,3.47849294,-0.47531375,0.45493002,4.5,0.5,-0.226436775,-0.267868209,2.532722919,-0.3005092,0.92701094,-1.23233738,-1.28983132,-2.936416884,-0.210938945,-0.218819224,-2.178053233,2.044134733,-0.679641683,-0.656624205,-1.113149325,-0.52211386,-0.399089326,-0.998994406,0.385640666,0.012260536
-0.17543931,-1.011625039,1.771185673,-1.071495031,-0.86540121,0.81432072,1,0,-0.712934405,-0.191950648,0.490751827,-1.17820774,-1.04690774,-0.69962216,-0.7660652,-1.253903029,-2.085761856,-1.792207911,0.29030209,-0.103467653,0.435861535,0.099480964,-0.3062224,-1.579917995,-2.036246286,-1.367169275,-2.10415696,-0.709664896
0.78499647,-1.811020854,-2.295051332,0.307309497,0.21142631,-0.20358424,3.5,-2,0.687451036,-0.438184367,-1.715613866,-1.16847606,0.29920686,1.48744706,1.43236494,0.020785678,-1.43783062,-1.930611637,-2.070559395,1.130791255,-0.744560868,0.343375795,-1.3062224,-1.273733131,-1.998826386,1.726740187,1.403685353,0.015616837
-0.77494022,-0.020160369,1.38262791,-1.026917998,0.64172571,0.45493002,1,-2.5,-0.626320288,-1.111102521,-1.979456487,0.42673866,-1.1081778,-1.26550045,-1.30151618,-1.733957606,-1.483626425,-0.704272181,1.128624871,-1.002235041,0.446046581,-0.656624205,0.144266152,-1.309540453,-0.903293165,-0.490582848,-1.936924655,-0.624850503
-0.17543931,-1.301083882,1.197180894,1.895364539,-0.12070823,0.54777376,4,1,2.121490786,0.293407574,-0.754581732,-0.27811841,-0.64056087,2.15168492,1.83212308,0.448565662,-0.383806485,-1.285617864,-0.950991961,1.402478521,0.017527137,1.343375795,0.506004281,0.513661089,-0.58703044,0.434796108,0.975966552,0.602572549
-0.17543931,0.971304302,2.145146713,-1.071495031,0.46442295,0.03379881,1,0,-0.64943578,0.513254677,1.092898208,0.63832059,1.30141352,3.285163,3.40470683,0.943824693,1.487093486,1.375771116,1.223092244,-1.040399082,1.385651627,2.029484627,3.6937776,1.156547157,-0.199135894,1.242267835,3.278732433,1.114023858
0.79419417,-0.722166195,2.796744698,-0.865424737,0.25163825,-0.26385138,2.5,-1.5,-0.480703435,0.454070213,-1.471403141,-0.29584831,-0.18147703,1.76049118,1.59225691,0.75123438,-0.026749536,-0.172478455,1.091594153,-0.970462107,0.81343678,0.820969848,1.130681991,-0.45619051,0.076495031,1.344158099,1.031090455,0.404233678
-0.17543931,0.971304302,1.503091826,-0.261315783,-0.10296726,0.54777376,1,-3,-0.594749019,-0.73180448,-0.303207346,0.08563817,-0.26271813,-0.76818651,-0.50495165,-1.18591007,-0.759166568,-0.499654732,0.414834991,-0.733092437,-0.106874276,0.343375795,0.6937776,-1.582572834,-0.62347891,-1.289233301,-1.380753113,-0.360271786
3.407943,-2.679397384,3.025052102,1.961830283,0.26937922,0.54777376,5.5,4.5,1.194372951,1.542560741,4.349774624,0.61771928,-1.18143024,-0.85633121,-0.83624092,3.203623923,1.839760887,2.424295791,-2.558114451,2.761961417,-1.11024695,-1.232181471,-1.782315911,2.864764436,0.754188661,-2.047406554,-2.001171315,-0.620042099
-0.24122258,-0.624776206,-0.791065931,2.823196759,-0.49305472,-0.35238057,3,0,2.091243928,0.391699558,0.295371965,-0.29584831,-0.62544497,1.1545575,1.26374976,1.016290996,0.40312368,0.408124485,-0.78560378,0.81457649,-0.76503206,0.343375795,-1.3062224,0.408709307,-1.066376323,-0.122997419,1.411527795,0.65679233
-0.17543931,1.962768972,3.051546816,-1.071495031,0.46442295,0.54777376,1,0,-0.692471484,-0.117472805,-2.715354658,0.50075385,-1.29411834,-1.26550045,-1.30151618,-0.507566112,0.129840939,1.887023101,1.131108896,-0.983574398,0.556510537,0.343375795,-0.3062224,-0.116321252,0.382304102,-1.201395565,-2.13341485,-0.647529464
0.12890999,-0.309619212,0.889066238,-0.968459884,0.07433549,0.81432072,4,0,-0.64943578,0.729585345,0.382230299,-0.29584831,0.7595926,-1.03828283,-0.98672621,1.0388675,0.078101396,0.524302132,0.250333403,-0.059704562,0.278199005,1.343375795,-0.3062224,0.921170789,0.2304422,3.41737381,4.253719708,1.778766851
-1.14507279,0.971304302,1.210881277,-1.071495031,0.83676944,0.54777376,1,0,-0.626561074,-0.216772731,1.092898208,0.2516508,-0.77863318,-1.27760237,-1.30578023,-0.613216614,-0.753026517,-0.541609981,0.926440399,-0.879887689,0.736725548,-0.656624205,0.6937776,-0.647685058,-0.10549884,-1.400338815,-2.141625189,-0.689297466
-0.17543931,1.962768972,-0.350159478,-1.071495031,0.45413516,0.45493002,1,0,-0.654726058,-0.522560223,-0.177071687,0.25683411,0.95587948,-1.22319571,-1.18077112,-0.99800409,2.314513999,2.592741905,1.084493596,-0.957464385,0.818374978,1.343375795,0.6937776,-1.451670191,0.613378316,-1.441806691,-1.903142111,-0.879858492
2.73346112,-2.003089709,2.379459825,1.961830283,-0.66628965,0.15580646,3,2,-0.392137327,-0.766084414,4.901151073,0.63832059,-0.73662983,-1.18646806,-1.09102752,-1.302307999,0.608992573,0.083331834,-2.1256472,2.831584811,-1.804892163,-1.656624205,-2.455544509,-1.369227423,-0.482818712,-2.746971574,-2.525084633,-0.723775963
-0.17543931,0.392386615,-3.457924015,-0.313163702,0.21142631,-0.26385138,4,-0.5,0.273045507,0.350295877,0.324809534,-0.08426638,0.01061258,-1.26351625,-1.29623162,1.556713126,0.235155319,0.798462,0.308934173,-0.595148551,-0.810593489,-1.216039587,-2.3062224,1.853878276,0.693522788,1.506191893,-0.216672105,0.310923537
-0.17543931,0.971304302,0.768524746,-0.313163702,0.83676944,-0.35238057,2,0,0.273045507,0.479483363,-0.911598451,0.59415128,0.46161195,-0.26703397,0.05037571,1.438723798,0.642471704,0.768668959,-0.118182191,0.037664534,-0.680775425,-0.432623538,-0.3062224,1.717572734,-0.201227116,1.848753478,1.372648933,0.615174575
-1.14507279,-0.020160369,0.632445295,-0.261315783,0.45413516,0.45493002,1,0,-0.64943578,0.565580082,1.087839128,0.25683411,1.86097722,-1.24698158,-1.25219446,-1.524213927,-1.401126443,-0.948837036,0.528418527,-0.280399781,0.555209315,1.343375795,1.116163069,-1.116892721,0.299621055,1.547640026,4.982682606,1.654182349
0.79419417,-0.020160369,0.463247148,-1.026917998,-0.47811675,-0.20358424,2,0,-0.655271772,-0.049453413,-1.763291442,-0.27811841,-1.11090248,-0.45525923,-0.72503344,0.664164935,0.588243088,0.102575288,0.085199933,-0.078815273,-0.853015933,-0.656624205,-1.3062224,0.003610059,0.716364768,-1.566005853,-1.986494102,-0.515042859
0.48984486,-1.713630865,1.54042894,0.445167626,-0.47811675,-0.26385138,5,0,-0.64231587,0.140282093,-1.278861834,-0.23549514,1.21498458,-0.54546954,-0.6257217,1.248073184,-0.078199455,0.560577234,-0.756582594,0.909045456,0.793895557,0.605728071,0.6937776,0.648116267,-0.108155606,-0.601479186,-0.603896047,-0.119229395
-0.17543931,1.017297989,0.71618376,-1.026917998,0.65028429,-0.92236564,1,0,-0.692315033,0.302311448,-2.715354658,0.62197091,-1.17722487,-1.11631206,-1.08496969,0.15903312,2.246144111,2.359219762,1.072343889,-1.062271413,-0.791884713,-1.656624205,0.6937776,-1.486201045,-1.047381985,-2.03007123,-2.027762614,-0.804752156
-0.17543931,-0.696468044,-4.95458141,-0.829941063,-0.31575196,0.12567289,1,-5.5,-0.655271772,-0.346484776,-2.58183612,-0.27811841,0.93151916,-0.21614977,0.54666456,1.092561434,-0.117667657,-0.44908625,1.072963613,-0.98002643,0.353170451,0.343375795,0.6937776,0.355669783,1.017050775,1.141866901,1.820955645,0.768586675
-1.51520536,1.358153134,0.540483445,-0.313163702,0.83676944,0.45493002,1,-1.5,-0.552418949,0.403036056,-2.715354658,0.62197091,0.71513575,-0.97308502,-0.98509346,0.598703911,-0.478987484,-0.331753198,1.220326912,-1.037976678,1.28736583,4.343375795,3.225615099,0.853659727,-0.064766197,0.935772242,1.27746497,0.035367911
-0.17543931,0.269298475,-3.827893345,-1.026917998,0.83676944,-1.61101347,1,-5,-0.702075938,-0.4704122,-2.58183612,-0.51016871,-1.11090248,-1.27801326,-1.30592501,-0.58023838,-0.23770618,0.147737529,0.342389345,-0.720520821,-0.897155418,-1.656624205,-1.37509817,-0.724534328,0.038326136,-2.846092582,-2.542638044,-0.734393528
0.49904256,-0.020160369,2.209481225,1.100463808,0.64172571,0.14353703,2.5,-3.5,0.274644153,0.157183688,-0.496154726,-0.29584831,0.95784372,1.72550053,1.47133289,-0.037841138,0.49059995,0.537148956,-0.699956514,0.890849569,-0.207107641,0.343375795,-1.3062224,-0.909108611,-0.053376957,0.660186508,0.108118801,0.192631709
-1.4494221,0.971304302,2.273067919,-0.865424737,0.26937922,0.81432072,2,0,-0.691571924,-0.43082972,-1.763291442,-1.02881241,-0.97875916,-0.9919844,-0.68031927,-2.209125004,-1.158835081,-1.13286798,0.975909635,-0.95401193,-0.067819512,0.033416024,0.110130322,-1.141618541,-0.909235361,-1.90012388,-1.514563482,-0.432395889
-0.17543931,1.962768972,-0.654576647,-0.829941063,-0.84766024,0.48506359,1,0,-0.692471484,-0.094268988,-0.177071687,-0.26379268,-1.23129563,-1.19261606,-1.25831705,-2.063996141,-0.809279422,-0.820282825,0.602239304,-0.680605793,0.69507269,0.592160082,0.6937776,-1.010905715,1.125158714,-2.695979255,-2.404930514,-0.802447368
-0.17543931,-1.011625039,0.136674671,-0.829941063,-0.47531375,0.48506359,1,0,-0.626320288,0.893867174,0.942537693,0.63832059,0.34133616,0.88886501,1.35327193,-0.566056751,-0.669926343,-1.281427434,0.316427866,-0.619675919,-0.455386854,-0.656624205,0.6937776,0.114072373,0.035040544,-0.186238905,1.223750832,0.783707579
0.79419417,-0.020160369,1.16974049,-0.210128555,0.83676944,0.45493002,4.5,-2.5,-0.61807206,-0.114702691,1.598008275,0.61771928,0.17839419,1.93438598,1.72060213,-0.113242912,1.834199623,1.120992924,-0.41566184,0.229619158,-0.665267368,-0.656624205,-1.3062224,1.43140055,0.171992464,1.988843178,0.719950873,0.249569175
-0.17543931,1.962768972,-0.084287228,-0.829941063,0.45413516,0.54777376,1,-1,-0.598763068,-0.325500976,1.092898208,-0.29584831,1.75953994,0.42251247,0.07994269,-0.25431377,-0.206788601,0.395966303,0.624106345,-0.78697399,0.574982589,0.343375795,0.6937776,-0.187613886,0.868163907,2.496434402,2.218735046,0.388191534
-0.17543931,-0.020160369,2.88187186,1.652724842,0.21142631,-0.26385138,2,0,0.308972025,0.573025409,-0.145284722,0.63832059,0.75934948,0.06535169,-0.21430832,-0.001157692,-0.051817688,-0.865013584,0.191110697,-0.413726576,-0.908675211,-0.656624205,-0.3062224,0.060239111,-0.369841444,-0.051509687,-0.213691987,-0.398707862
-1.14507279,-0.020160369,-0.188958595,-0.261315783,0.26937922,0.14353703,2,-1,-0.655271772,0.279042997,1.092898208,0.53534433,-0.02065297,0.02549918,-0.26744612,-0.385980299,-0.220284269,0.227360395,0.218355169,-0.38316855,-0.034637438,0.343375795,-0.3062224,-0.105760006,-0.008824128,-1.21697745,-1.265121962,-0.437497101
-0.17543931,0.971304302,2.430162928,-0.829941063,0.46442295,0.45493002,1,0,-0.692471484,0.142597438,1.092898208,0.63832059,-0.01981057,-1.26330433,-1.30074238,0.439497216,0.354980391,0.097599444,1.011051174,-0.946621775,-0.132999867,0.343375795,-1.3062224,-0.263266185,0.144230129,-0.600548317,-1.550654303,-0.612159995
-0.17543931,0.971304302,-0.165766638,-1.071495031,-0.47531375,0.12567289,2,-3,-0.690632601,-0.456054535,2.470331275,0.59415128,-0.42775929,-1.22060695,-1.18195035,-1.137958038,-0.232017634,-0.537304857,1.038379976,-0.59491298,0.523790266,0.343375795,1.6937776,-0.726713399,0.135334043,-0.936149252,-1.12695349,-0.467265134
2.13396021,-0.407009201,0.1798444,-0.296347363,0.45413516,-1.58087991,3,2,0.751151472,1.031142613,1.498880412,-0.29584831,0.7739426,1.58860302,2.56175795,3.273171021,1.728126985,1.450897396,-0.932115835,0.382131856,-0.759537668,-0.656624205,-1.3062224,3.301018681,0.192754971,2.008510575,3.272716472,1.544827503
-0.17543931,0.971304302,-3.426712025,-0.313163702,0.21142631,0.03379881,2,0,0.234911787,0.390441428,-1.763291442,-0.29584831,0.73914911,-0.24964682,-0.27044504,2.224646845,1.53201458,1.66408963,0.221728652,-0.058893933,0.5261861,0.871835109,1.6937776,2.355409335,0.924825354,2.114144351,4.169748983,1.528009559
-0.17543931,-0.020160369,-2.880832456,-0.296347363,-0.12070823,-1.58087991,3,0,0.563387329,0.472983851,0.855176655,-0.29584831,-0.33069131,-0.16467461,-0.25358576,1.586296674,-0.770884264,-0.691049308,-0.005349463,1.01749141,0.670445955,-0.656624205,0.070764316,1.759760893,0.131983731,-1.84654651,-2.103919724,-0.689687159
-0.17543931,1.962768972,-1.076075882,-1.026917998,0.65028429,0.63945463,2,-4,-0.692471484,-0.056121629,-1.646125216,-0.29584831,-0.53604883,-1.1304721,-0.96907395,0.050026678,0.352095333,0.574177326,0.890199906,-0.903919469,0.12883874,0.702335632,1.6937776,-0.374124109,-0.515039006,-1.796123745,-1.660960134,-0.485348109
0.48984486,-1.713630865,-3.657516433,-1.071495031,-0.78886738,0.12567289,4.5,-1.5,-0.654726058,-1.159560025,-1.312691328,-1.19516967,-0.53604883,-0.71846885,0.15540476,-2.103121016,-0.738891512,-0.811223684,0.168629656,-0.484818726,-0.842531793,-1.656624205,-2.3062224,-2.467091143,-0.109737676,-0.346800277,-1.682295361,-0.451289715
-0.17543931,-0.020160369,1.381865722,-1.071495031,-0.49305472,0.54777376,1,0,-0.692471484,-0.944444846,-2.118568868,0.62197091,0.01960858,-1.24698158,-1.25219446,-1.906264281,-0.717146421,-0.567130948,1.124994547,-1.0151677,0.445009678,-0.656624205,0.144227577,-1.979000452,1.063604263,-0.616579786,-1.652849114,-0.538653463
-0.10965605,0.584455469,-0.744539597,3.47849294,0.21142631,-0.84829817,7,0,-0.277458309,0.903065801,3.46250038,-0.29584831,0.4600356,2.01387446,1.46185805,2.033468552,1.542491503,1.639717646,-0.469848887,2.544983018,1.071535989,2.343375795,2.6937776,2.003417241,0.529644922,0.293541606,1.44949115,0.943482684
-0.17543931,0.269298475,-2.459857307,-0.829941063,-1.2377477,-0.99415109,1,0,-0.702075938,-0.210885748,1.110603468,-0.29584831,-1.23129563,-1.25454306,-1.30435569,-0.303176406,-0.170432299,-0.154641849,0.84151098,-0.880686103,0.443006198,0.343375795,0.608270511,-0.037064297,0.05226188,-1.931453493,-1.580983397,-0.363574875
0.48984486,-0.722166195,-1.535009014,0.434223271,0.21142631,0.63945463,4,1.5,0.282715651,0.062093719,0.166065254,0.62197091,1.55782649,0.9302413,2.0917921,1.56127172,0.63949078,0.57417869,0.245631804,-0.410898098,-0.364407442,-0.656624205,-0.3062224,0.570963067,0.418397141,2.992506744,5.008038653,1.579060343
0.19469326,-0.722166195,0.300078035,-0.313163702,0.14338453,0.03379881,2,-1,-0.64231587,-0.478947948,-1.165623016,-0.6773348,-1.03176895,0.58478529,0.22893994,-1.511450799,0.292741989,0.646731598,0.204094222,-0.059278526,0.69556488,0.343375795,-0.3062224,-0.619815155,-0.596271749,-2.123713807,-2.283211631,-0.756574857
-0.17543931,0.656147307,-2.634357542,-1.071495031,0.21142631,-0.99415109,2,0,-0.08331227,0.59159599,-2.106010265,0.53534433,1.52752155,2.42468034,3.33911116,0.855550571,0.289511059,-0.020692014,0.256447363,-0.514534661,-0.088902635,-0.148945916,-0.3062224,1.229543689,0.114115141,1.28118914,3.350227212,0.737616884
1.15512903,-1.03732319,1.317201988,-0.296347363,-0.47531375,0.14353703,5.5,0,0.608374488,0.621704246,-0.145284722,0.08563817,1.57155053,2.56885595,2.59316657,-0.223610501,-0.237686488,-0.107312073,0.131853424,-0.046580622,-0.023129208,-0.656624205,-0.3062224,-0.13842435,-1.255141169,1.191021774,3.264408854,0.995809062
-0.17543931,-1.011625039,0.474978805,-0.829941063,-0.12070823,0.03379881,1,0,-0.692471484,-1.038516171,-2.438493509,-0.27811841,-0.97621213,-1.20672911,-1.23561512,-1.816377659,-1.498535595,-1.344600608,-0.656444964,0.023719081,-0.10407487,-0.181680406,-0.3062224,-1.763731568,-0.959089313,-1.835840578,-2.111880623,-0.816858504
-0.17543931,1.962768972,3.085192994,-1.071495031,0.83676944,0.81432072,1,-4,-0.690632601,-1.61899255,-2.715354658,0.63832059,-0.96605227,-1.27073235,-1.29215266,-1.794601707,0.191908694,-1.455914724,1.172968323,-1.012240235,1.177539205,1.565071866,2.6937776,-2.528548181,1.369199692,-2.804780908,-2.42469612,-0.813724973
-0.84072349,-1.011625039,1.228629276,1.755759989,-0.29801099,-0.23371781,5.5,2.5,1.486934203,0.173953143,0.988711265,0.59415128,0.13579432,1.50633982,1.36935472,0.39544881,-0.513612003,0.115456488,-2.154145828,1.626427136,-0.084588129,1.343375795,0.330232261,0.675685719,-0.920250797,0.61371766,0.148522024,-0.180831077
-0.17543931,1.962768972,1.869951986,-1.071495031,0.45413516,0.81432072,1,0,-0.547106633,0.069205854,-1.198790228,-1.19516967,1.86097722,0.4161009,2.05389551,0.939974417,-1.315021569,-1.532183292,0.031762865,0.996829771,0.737073954,0.605483432,0.6937776,0.718538082,-0.814726031,2.279910285,3.074093341,1.089302225
-1.28583702,1.017297989,-0.847784876,1.858795136,0.07433549,-1.34421576,1,0,-0.64231587,-0.245579791,3.674030754,0.42673866,-0.33167079,-0.27794323,-0.62339174,0.643090308,-0.108068463,-0.211425027,1.123809287,-0.968848122,0.983472301,2.343375795,0.6937776,1.131268251,-0.760850657,0.766414084,0.613234099,0.265754294
2.06817695,-1.301083882,2.097579152,1.444560056,0.46442295,0.63945463,1,0,-0.443793762,0.471938704,1.110603468,-0.29584831,-0.59931079,-0.71887634,-0.46266203,-0.336951633,1.463327369,1.116545745,-0.973474028,-0.201199516,-1.48155321,-1.567138477,-2.3062224,0.866802618,-0.32677008,-0.040826402,-0.724374143,-0.26763413
-0.17543931,-0.020160369,-1.389808096,-0.313163702,-0.16736611,-0.59310851,4,1,1.204014364,0.522348485,0.740874105,0.04525217,-0.15412186,0.74503625,0.29047539,1.052144839,0.026823777,0.28118084,1.140249998,-1.004742622,0.34880467,2.343375795,0.6937776,0.824881839,-0.267203537,-0.104253151,-0.170831769,-0.08283956
-4.35832253,1.962768972,2.961734179,-0.247213855,0.83676944,-0.50270781,1,-6.5,-0.692471484,-1.087517127,-1.198790228,-0.29584831,1.77911271,-1.21361219,-1.27146979,-2.559442062,-2.290647425,-1.978114315,0.92370245,-0.907103337,0.730698898,1.343375795,1.314667927,-0.346468088,1.395526621,-1.247351958,-1.916805067,-0.639318816
-0.17543931,1.962768972,3.004765779,-1.026917998,0.14338453,-1.50812604,1,0,-0.650419503,1.066232873,-2.715354658,0.63832059,1.85105587,0.70193709,1.48204917,3.28501212,-0.281797908,-0.297346967,0.529419216,-0.747949658,0.787764076,1.343375795,1.6937776,3.17692391,-0.987896914,2.299110192,2.14576651,0.353425145
